CustomerIndex,Geography,Gender,Age,AgeGroup,Balance,BalanceStatus,NumOfProducts,IsActiveMember,ActivityStatus,CreditScore,Tenure,EstimatedSalary,ChurnProbability,RiskScore,RiskLevel,CustomerValueScore,CustomerValueSegment,RetentionPriority,RecommendedAction
7416,France,Male,36,36-45,0.0,Zero Balance,2,1,Active,583,8,5571.59,0.008778802,0.8778802,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7417,Germany,Female,37,36-45,124053.03,Positive Balance,1,0,Inactive,730,5,118591.67,0.44066954,44.066954,High,5795.75,Medium Value,High,Re-engagement campaign
7418,France,Male,36,36-45,0.0,Zero Balance,2,0,Inactive,677,4,7824.31,0.014129034,1.4129034,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7419,Germany,Female,40,36-45,103499.09,Positive Balance,2,0,Inactive,748,3,38153.19,0.21361552,21.361552,Moderate,6033.75,High Value,Medium,Proactive engagement
7420,Germany,Female,38,36-45,151766.71,Positive Balance,1,1,Active,753,9,180829.99,0.2041,20.41,Moderate,7136.25,High Value,Medium,Proactive engagement
7421,Spain,Female,36,36-45,0.0,Zero Balance,1,1,Active,634,1,143960.72,0.20319642,20.319641999999998,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
7422,France,Male,29,26-35,101486.96,Positive Balance,1,1,Active,622,7,8788.35,0.021620253,2.1620253,Low,4474.85,Medium Value,Monitor,Standard engagement
7423,Germany,Male,36,36-45,123601.56,Positive Balance,2,0,Inactive,699,2,103557.85,0.05231453,5.231453,Low,7210.449999999999,High Value,Monitor,Standard engagement
7424,Germany,Male,38,36-45,127201.58,Positive Balance,1,0,Inactive,570,1,147168.28,0.30650562,30.650561999999997,Moderate,5979.8499999999985,High Value,Medium,Proactive engagement
7425,Germany,Male,33,26-35,144962.74,Positive Balance,1,0,Inactive,552,3,58844.84,0.31974685,31.974685,Moderate,6889.15,High Value,Medium,Proactive engagement
7426,France,Female,48,46-55,0.0,Zero Balance,1,0,Inactive,619,4,18094.96,0.8229729,82.29729,Very High,2029.0500000000002,Low Value,High,Re-engagement campaign
7427,Spain,Male,33,26-35,122017.19,Positive Balance,1,0,Inactive,714,8,162515.17,0.06508874,6.5088740000000005,Low,5660.649999999999,Medium Value,Monitor,Standard engagement
7428,Spain,Male,32,26-35,100262.88,Positive Balance,2,1,Active,503,9,157921.25,0.008852454,0.8852454,Low,5868.549999999999,Medium Value,Monitor,Standard engagement
7429,Spain,Female,43,36-45,117302.62,Positive Balance,1,0,Inactive,685,6,68701.73,0.36476985,36.476985,High,5382.749999999999,Medium Value,High,Re-engagement campaign
7430,France,Female,35,26-35,135984.15,Positive Balance,2,0,Inactive,606,0,186778.89,0.09220107,9.220106999999999,Low,7926.549999999999,High Value,Monitor,Standard engagement
7431,France,Male,38,36-45,0.0,Zero Balance,2,0,Inactive,678,3,66561.6,0.02311543,2.311543,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7432,Germany,Male,31,26-35,160997.54,Positive Balance,2,1,Active,724,2,64831.36,0.039494187,3.9494187,Low,8828.85,High Value,Monitor,Standard engagement
7433,Germany,Female,37,36-45,128389.63,Positive Balance,1,1,Active,779,2,6589.16,0.4504531,45.04531,High,6063.15,High Value,Critical,Priority relationship outreach
7434,Spain,Male,35,26-35,0.0,Zero Balance,2,0,Inactive,638,1,165370.66,0.01194039,1.194039,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7435,Spain,Female,50,46-55,130554.51,Positive Balance,3,0,Inactive,610,5,184758.17,0.9703931,97.03931,Very High,8372.150000000001,High Value,Critical,Priority relationship outreach
7436,Germany,Female,57,56-65,90212.0,Positive Balance,1,0,Inactive,646,6,13911.27,0.95063937,95.063937,Very High,3989.7499999999995,Medium Value,High,Re-engagement campaign
7437,France,Female,29,26-35,71996.29,Positive Balance,1,1,Active,628,9,34857.46,0.05421259,5.421259,Low,3545.25,Medium Value,Monitor,Standard engagement
7438,France,Female,32,26-35,85615.66,Positive Balance,2,0,Inactive,528,4,156192.43,0.08734581,8.734581,Low,5307.85,Medium Value,Monitor,Standard engagement
7439,France,Female,27,26-35,62339.81,Positive Balance,2,0,Inactive,432,6,53874.67,0.059899393,5.9899393000000005,Low,4878.749999999999,Medium Value,Monitor,Standard engagement
7440,Spain,Female,47,46-55,142319.03,Positive Balance,1,0,Inactive,622,6,100183.05,0.5353106,53.53106,High,6780.649999999999,High Value,Critical,Priority relationship outreach
7441,France,Male,54,46-55,0.0,Zero Balance,2,1,Active,721,5,4493.12,0.03784801,3.7848010000000003,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7442,Spain,Male,36,36-45,0.0,Zero Balance,2,0,Inactive,614,5,130610.78,0.024061434,2.4061434,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7443,France,Female,24,18-25,87413.19,Positive Balance,1,0,Inactive,634,2,63340.65,0.20699765,20.699765,Moderate,3906.4499999999994,Medium Value,Monitor,Monitor and engage
7444,France,Female,29,26-35,0.0,Zero Balance,2,1,Active,742,4,180066.59,0.024417643,2.4417643,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7445,France,Female,45,36-45,0.0,Zero Balance,1,0,Inactive,516,4,95273.73,0.65524113,65.524113,Very High,2029.0500000000002,Low Value,High,Re-engagement campaign
7446,France,Male,35,26-35,97560.16,Positive Balance,1,1,Active,718,3,53511.74,0.0434946,4.3494600000000005,Low,4285.15,Medium Value,Monitor,Standard engagement
7447,Germany,Male,30,26-35,141787.31,Positive Balance,2,1,Active,636,8,109685.61,0.046548966,4.6548966,Low,8205.85,High Value,Monitor,Standard engagement
7448,Spain,Male,36,36-45,129934.64,Positive Balance,1,0,Inactive,691,7,75664.56,0.07600245,7.600245,Low,6160.45,High Value,Monitor,Standard engagement
7449,France,Female,37,36-45,166178.02,Positive Balance,2,1,Active,698,2,71972.95,0.044354178,4.4354178,Low,8927.55,High Value,Monitor,Standard engagement
7450,Spain,Female,39,36-45,163097.55,Positive Balance,2,1,Active,712,5,23702.42,0.07343401,7.343400999999999,Low,8867.35,High Value,Monitor,Standard engagement
7451,France,Male,20,18-25,0.0,Zero Balance,2,0,Inactive,659,8,112572.02,0.010556315,1.0556315,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7452,Spain,Male,44,36-45,0.0,Zero Balance,2,0,Inactive,573,8,62424.46,0.053813104,5.3813104,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7453,Germany,Female,35,26-35,151958.19,Positive Balance,3,1,Active,778,1,131238.37,0.8871535,88.71535,Very High,9323.449999999999,High Value,Critical,Priority relationship outreach
7454,France,Male,46,46-55,0.0,Zero Balance,2,1,Active,732,0,184350.78,0.063553795,6.3553795,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7455,Germany,Male,33,26-35,118400.91,Positive Balance,1,1,Active,550,4,13999.64,0.27986678,27.986677999999998,Moderate,5447.15,Medium Value,Monitor,Monitor and engage
7456,Spain,Male,20,18-25,0.0,Zero Balance,2,0,Inactive,790,8,168152.76,0.0067227026,0.67227026,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7457,Germany,Female,43,36-45,116322.27,Positive Balance,4,0,Inactive,665,2,35640.12,0.99332535,99.332535,Very High,7551.649999999998,High Value,Critical,Priority relationship outreach
7458,Spain,Female,43,36-45,0.0,Zero Balance,1,1,Active,728,5,120088.17,0.4762453,47.62453,High,2029.0500000000002,Low Value,Medium,Product engagement review
7459,Spain,Female,29,26-35,0.0,Zero Balance,2,1,Active,645,4,74346.11,0.014728641,1.4728641,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7460,Germany,Male,30,26-35,143138.91,Positive Balance,2,0,Inactive,647,6,2955.46,0.07218171,7.218171,Low,8267.45,High Value,Monitor,Standard engagement
7461,Spain,Male,32,26-35,0.0,Zero Balance,2,1,Active,596,4,146504.35,0.011609579,1.1609579,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7462,France,Male,40,36-45,0.0,Zero Balance,1,1,Active,610,9,149602.54,0.18923314,18.923313999999998,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
7463,France,Male,36,36-45,129804.17,Positive Balance,1,0,Inactive,512,0,53020.9,0.14382018,14.382017999999999,Low,6149.249999999999,High Value,Monitor,Standard engagement
7464,Germany,Male,37,36-45,108308.11,Positive Balance,1,0,Inactive,768,9,41788.25,0.4381631,43.81631,High,4854.25,Medium Value,High,Re-engagement campaign
7465,Germany,Male,30,26-35,110153.27,Positive Balance,1,1,Active,666,3,74849.46,0.16122855,16.122855,Low,4964.849999999999,Medium Value,Monitor,Standard engagement
7466,Germany,Female,30,26-35,116377.48,Positive Balance,1,1,Active,700,4,134417.31,0.17976347,17.976347,Low,5328.849999999999,Medium Value,Monitor,Standard engagement
7467,Germany,Female,37,36-45,117791.06,Positive Balance,2,1,Active,651,10,75837.58,0.101128496,10.1128496,Low,6864.649999999999,High Value,Monitor,Standard engagement
7468,Spain,Female,26,26-35,0.0,Zero Balance,2,1,Active,542,2,54869.54,0.012501238,1.2501238,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7469,France,Female,35,26-35,105419.73,Positive Balance,1,0,Inactive,686,8,35356.46,0.1105943,11.05943,Low,4687.65,Medium Value,Monitor,Standard engagement
7470,Germany,Female,47,46-55,99219.47,Positive Balance,2,1,Active,850,4,122141.13,0.2067533,20.67533,Moderate,5818.15,Medium Value,Monitor,Monitor and engage
7471,Germany,Female,55,46-55,119327.93,Positive Balance,1,1,Active,658,8,119439.66,0.7618799,76.18799,Very High,5496.849999999999,Medium Value,High,Product engagement review
7472,France,Female,36,36-45,83947.12,Positive Balance,2,0,Inactive,448,6,81999.53,0.05624914,5.624914,Low,5268.65,Medium Value,Monitor,Standard engagement
7473,Spain,Male,32,26-35,99883.16,Positive Balance,1,1,Active,609,4,120594.85,0.028089864,2.8089863999999998,Low,4397.8499999999985,Medium Value,Monitor,Standard engagement
7474,France,Male,50,46-55,165438.26,Positive Balance,1,0,Inactive,704,4,120770.75,0.5969505,59.69505,High,7461.049999999998,High Value,Critical,Priority relationship outreach
7475,France,Male,31,26-35,156111.24,Positive Balance,1,0,Inactive,698,1,134790.74,0.04493848,4.493848,Low,7277.649999999999,High Value,Monitor,Standard engagement
7476,France,Male,44,36-45,111095.58,Positive Balance,2,0,Inactive,759,2,100137.7,0.13547407,13.547407,Low,6465.650000000001,High Value,Monitor,Standard engagement
7477,France,Female,56,56-65,119963.45,Positive Balance,1,0,Inactive,677,0,158325.87,0.8731262,87.31262,Very High,5535.349999999999,Medium Value,High,Re-engagement campaign
7478,Spain,Male,22,18-25,0.0,Zero Balance,2,0,Inactive,544,4,70007.67,0.016330512,1.6330512,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7479,Spain,Male,35,26-35,153137.74,Positive Balance,1,0,Inactive,567,8,88659.07,0.073810756,7.381075600000001,Low,7189.449999999999,High Value,Monitor,Standard engagement
7480,Spain,Male,40,36-45,156111.08,Positive Balance,1,0,Inactive,490,6,190889.13,0.1649833,16.49833,Low,7276.949999999999,High Value,Monitor,Standard engagement
7481,France,Male,34,26-35,113014.7,Positive Balance,2,1,Active,626,7,56646.28,0.034934953,3.4934952999999997,Low,6576.249999999999,High Value,Monitor,Standard engagement
7482,Germany,Male,43,36-45,132615.73,Positive Balance,2,0,Inactive,718,5,32999.1,0.2323455,23.234550000000002,Moderate,7753.649999999999,High Value,Medium,Proactive engagement
7483,France,Male,44,36-45,102016.38,Positive Balance,1,1,Active,616,5,178235.37,0.2923278,29.23278,Moderate,4497.25,Medium Value,Monitor,Monitor and engage
7484,France,Female,35,26-35,0.0,Zero Balance,1,1,Active,772,9,25448.31,0.19573541,19.573541,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
7485,France,Male,32,26-35,0.0,Zero Balance,2,0,Inactive,561,5,84871.99,0.010206997,1.0206997,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7486,France,Male,49,46-55,0.0,Zero Balance,2,0,Inactive,814,8,157822.54,0.05111884,5.111884,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7487,France,Female,56,56-65,0.0,Zero Balance,1,0,Inactive,651,4,84383.22,0.95417887,95.41788700000001,Very High,2029.0500000000002,Low Value,High,Re-engagement campaign
7488,Germany,Female,42,36-45,80380.24,Positive Balance,1,0,Inactive,538,4,119216.46,0.3190302,31.903019999999998,Moderate,3713.249999999999,Medium Value,Monitor,Monitor and engage
7489,France,Female,26,26-35,108909.12,Positive Balance,1,0,Inactive,600,6,82547.01,0.07573731,7.573731,Low,4891.349999999999,Medium Value,Monitor,Standard engagement
7490,France,Female,35,26-35,90865.8,Positive Balance,1,1,Active,654,2,86764.46,0.058407106,5.8407106,Low,4014.95,Medium Value,Monitor,Standard engagement
7491,France,Male,40,36-45,99799.76,Positive Balance,2,0,Inactive,622,4,197372.13,0.04111187,4.111187,Low,5841.95,Medium Value,Monitor,Standard engagement
7492,France,Male,28,26-35,200724.96,Positive Balance,1,1,Active,682,10,82872.64,0.31153613,31.153613000000004,Moderate,7741.05,High Value,Medium,Proactive engagement
7493,Spain,Female,37,36-45,140363.95,Positive Balance,2,1,Active,610,10,129563.86,0.067111254,6.711125399999999,Low,8147.750000000001,High Value,Monitor,Standard engagement
7494,France,Female,36,36-45,151844.64,Positive Balance,1,1,Active,795,1,135388.89,0.04198278,4.198278,Low,7139.749999999999,High Value,Monitor,Standard engagement
7495,France,Female,27,26-35,0.0,Zero Balance,2,1,Active,557,2,4497.55,0.006027671,0.6027671,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7496,Germany,Male,49,46-55,133231.48,Positive Balance,1,1,Active,824,8,67885.37,0.528085,52.8085,High,6335.45,High Value,Critical,Priority relationship outreach
7497,France,Male,27,26-35,0.0,Zero Balance,2,0,Inactive,698,7,111471.55,0.0070017925,0.70017925,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7498,France,Female,36,36-45,126598.99,Positive Balance,2,1,Active,630,8,134407.93,0.07796002,7.7960020000000005,Low,7396.65,High Value,Monitor,Standard engagement
7499,Germany,Female,71,66+,113317.1,Positive Balance,1,0,Inactive,609,6,108258.22,0.90273166,90.273166,Very High,5142.65,Medium Value,High,Re-engagement campaign
7500,France,Male,47,46-55,0.0,Zero Balance,2,0,Inactive,694,4,197528.62,0.059902444,5.9902444,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7501,France,Female,58,56-65,93173.88,Positive Balance,1,1,Active,681,8,139761.25,0.23806347,23.806347,Moderate,4100.349999999999,Medium Value,Monitor,Monitor and engage
7502,Spain,Female,32,26-35,0.0,Zero Balance,1,0,Inactive,721,10,136119.96,0.29243118,29.243118000000003,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
7503,Germany,Male,44,36-45,105007.31,Positive Balance,2,1,Active,563,7,197812.16,0.14806972,14.806971999999998,Low,6110.75,High Value,Monitor,Standard engagement
7504,Spain,Female,32,26-35,0.0,Zero Balance,1,1,Active,654,2,51972.92,0.19284499,19.284499,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
7505,Spain,Male,27,26-35,0.0,Zero Balance,2,0,Inactive,659,4,99341.87,0.013220359,1.3220359,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7506,Germany,Female,44,36-45,131593.85,Positive Balance,1,1,Active,674,4,171345.02,0.5724979,57.24979,High,6245.849999999999,High Value,Critical,Priority relationship outreach
7507,Germany,Male,44,36-45,119530.52,Positive Balance,1,0,Inactive,576,9,119056.68,0.6981874,69.81874,Very High,5505.949999999999,Medium Value,High,Re-engagement campaign
7508,Germany,Male,54,46-55,118614.6,Positive Balance,2,1,Active,566,4,172601.62,0.48537546,48.537546,High,6911.549999999999,High Value,Critical,Priority relationship outreach
7509,Germany,Male,37,36-45,95829.13,Positive Balance,2,1,Active,545,9,104936.88,0.07183704,7.1837040000000005,Low,5647.35,Medium Value,Monitor,Standard engagement
7510,France,Male,36,36-45,0.0,Zero Balance,2,1,Active,798,1,159044.1,0.0030685414,0.30685414,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7511,France,Male,38,36-45,0.0,Zero Balance,1,0,Inactive,757,0,83263.06,0.20632564,20.632564000000002,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
7512,France,Male,50,46-55,153590.73,Positive Balance,2,1,Active,641,6,130910.78,0.12746657,12.746657,Low,8655.249999999998,High Value,Monitor,Standard engagement
7513,France,Male,29,26-35,0.0,Zero Balance,1,0,Inactive,718,2,126336.72,0.1286124,12.861239999999999,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
7514,France,Male,64,56-65,113109.52,Positive Balance,1,0,Inactive,699,9,27980.8,0.9235822,92.35822,Very High,5129.35,Medium Value,High,Re-engagement campaign
7515,France,Female,35,26-35,130557.24,Positive Balance,1,1,Active,623,0,47880.71,0.08483944,8.483944000000001,Low,6193.349999999999,High Value,Monitor,Standard engagement
7516,France,Male,40,36-45,93183.19,Positive Balance,1,0,Inactive,644,8,73882.49,0.20564064,20.564064000000002,Moderate,4101.049999999999,Medium Value,Monitor,Monitor and engage
7517,France,Male,58,56-65,151933.63,Positive Balance,1,0,Inactive,586,7,162960.05,0.87608415,87.608415,Very High,7143.249999999999,High Value,Critical,Priority relationship outreach
7518,Germany,Male,30,26-35,125495.64,Positive Balance,2,1,Active,500,2,68807.47,0.029409455,2.9409455,Low,7332.95,High Value,Monitor,Standard engagement
7519,France,Female,42,36-45,0.0,Zero Balance,2,0,Inactive,583,7,144039.05,0.053148106,5.3148106,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7520,Germany,Female,26,26-35,118547.72,Positive Balance,1,1,Active,595,8,151192.18,0.17270386,17.270386,Low,5454.849999999999,Medium Value,Monitor,Standard engagement
7521,Spain,Male,43,36-45,97792.21,Positive Balance,1,0,Inactive,670,1,120225.62,0.19917473,19.917473,Low,4295.65,Medium Value,Monitor,Standard engagement
7522,France,Male,41,36-45,0.0,Zero Balance,3,0,Inactive,610,6,56118.81,0.66151595,66.151595,Very High,4208.549999999999,Medium Value,High,Re-engagement campaign
7523,Spain,Female,72,66+,0.0,Zero Balance,2,1,Active,814,2,130853.03,0.010040678,1.0040678,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7524,France,Female,40,36-45,167181.01,Positive Balance,1,1,Active,660,8,185156.94,0.15968925,15.968925,Low,7491.849999999999,High Value,Monitor,Standard engagement
7525,Germany,Male,35,26-35,121355.19,Positive Balance,1,1,Active,580,9,35671.45,0.18676849,18.676849,Low,5615.85,Medium Value,Monitor,Standard engagement
7526,France,Female,81,66+,0.0,Zero Balance,2,1,Active,850,1,59568.24,0.0023075875,0.23075875,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7527,Spain,Male,35,26-35,0.0,Zero Balance,2,0,Inactive,676,0,139911.58,0.019805983,1.9805983,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7528,France,Male,46,46-55,113226.47,Positive Balance,1,0,Inactive,578,5,56770.76,0.44222614,44.222614,High,5137.05,Medium Value,High,Re-engagement campaign
7529,France,Female,33,26-35,118392.75,Positive Balance,1,1,Active,579,1,157564.75,0.046708573,4.670857300000001,Low,5446.45,Medium Value,Monitor,Standard engagement
7530,Germany,Female,52,46-55,145262.54,Positive Balance,1,1,Active,711,8,131473.31,0.6385263,63.85263,Very High,6905.249999999999,High Value,Critical,Priority relationship outreach
7531,France,Male,40,36-45,163505.16,Positive Balance,1,0,Inactive,692,6,90424.09,0.1685868,16.85868,Low,7419.749999999999,High Value,Monitor,Standard engagement
7532,Spain,Female,33,26-35,118114.28,Positive Balance,2,1,Active,760,1,156660.21,0.036726,3.6726,Low,6881.45,High Value,Monitor,Standard engagement
7533,Germany,Female,51,46-55,108449.23,Positive Balance,3,0,Inactive,630,0,88372.69,0.99490476,99.490476,Very High,7043.549999999999,High Value,Critical,Priority relationship outreach
7534,France,Male,32,26-35,0.0,Zero Balance,2,1,Active,808,1,46200.71,0.004318748,0.4318748,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7535,Germany,Female,36,36-45,103294.56,Positive Balance,1,0,Inactive,611,10,160548.12,0.40599802,40.599802000000004,High,4572.849999999999,Medium Value,High,Re-engagement campaign
7536,France,Female,42,36-45,0.0,Zero Balance,1,0,Inactive,697,1,1262.83,0.37611294,37.611294,High,2029.0500000000002,Low Value,Medium,Re-engagement campaign
7537,France,Female,38,36-45,0.0,Zero Balance,1,1,Active,655,6,188639.28,0.28187796,28.187796,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
7538,Spain,Male,28,26-35,0.0,Zero Balance,2,0,Inactive,601,6,14665.28,0.020659294,2.0659294000000004,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7539,France,Male,42,36-45,119919.12,Positive Balance,1,0,Inactive,755,2,156868.21,0.18968135,18.968135,Low,5532.549999999999,Medium Value,Monitor,Standard engagement
7540,France,Male,37,36-45,0.0,Zero Balance,1,0,Inactive,553,1,30461.55,0.13579513,13.579512999999999,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
7541,France,Male,28,26-35,0.0,Zero Balance,2,1,Active,723,4,123885.88,0.010431807,1.0431807,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7542,Spain,Female,34,26-35,0.0,Zero Balance,2,1,Active,507,4,60688.38,0.012070025,1.2070025,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7543,France,Male,43,36-45,0.0,Zero Balance,2,0,Inactive,777,1,21785.91,0.04557444,4.557444,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7544,France,Male,34,26-35,0.0,Zero Balance,1,0,Inactive,566,3,188135.69,0.2700762,27.00762,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
7545,France,Male,26,26-35,0.0,Zero Balance,2,0,Inactive,732,7,154364.66,0.0067363125,0.67363125,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7546,France,Female,42,36-45,0.0,Zero Balance,2,0,Inactive,697,10,61312.15,0.0685825,6.858250000000001,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7547,France,Male,29,26-35,128744.04,Positive Balance,1,1,Active,555,4,47454.93,0.033217512,3.3217511999999996,Low,6086.95,High Value,Monitor,Standard engagement
7548,Germany,Female,62,56-65,137727.34,Positive Balance,2,1,Active,584,9,121102.9,0.2201042,22.01042,Moderate,8009.8499999999985,High Value,Medium,Proactive engagement
7549,Germany,Female,44,36-45,106731.58,Positive Balance,1,0,Inactive,705,10,137419.87,0.72662985,72.662985,Very High,4760.45,Medium Value,High,Re-engagement campaign
7550,France,Female,38,36-45,123544.21,Positive Balance,1,1,Active,688,7,157664.02,0.09616909,9.616909,Low,5755.149999999999,Medium Value,Monitor,Standard engagement
7551,France,Female,37,36-45,133968.96,Positive Balance,2,0,Inactive,626,2,148689.65,0.121757574,12.1757574,Low,7829.249999999999,High Value,Monitor,Standard engagement
7552,Spain,Male,76,66+,126534.6,Positive Balance,1,1,Active,636,9,39789.62,0.0033906775,0.33906775,Low,5940.65,Medium Value,Monitor,Standard engagement
7553,Spain,Female,35,26-35,0.0,Zero Balance,1,1,Active,719,8,165162.4,0.19456473,19.456473,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
7554,Spain,Male,30,26-35,87609.68,Positive Balance,2,0,Inactive,706,6,137674.55,0.0374474,3.7447399999999997,Low,5362.45,Medium Value,Monitor,Standard engagement
7555,Spain,Male,41,36-45,0.0,Zero Balance,2,0,Inactive,731,3,101371.72,0.035434898,3.5434898,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7556,Spain,Male,49,46-55,0.0,Zero Balance,3,1,Active,738,3,65066.48,0.7942264,79.42264,Very High,4208.549999999999,Medium Value,High,Targeted retention outreach
7557,France,Male,34,26-35,0.0,Zero Balance,2,0,Inactive,426,9,107876.91,0.028780248,2.8780248,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7558,Spain,Female,36,36-45,108960.0,Positive Balance,2,0,Inactive,622,0,111180.3,0.1784674,17.84674,Low,6345.950000000001,High Value,Monitor,Standard engagement
7559,Spain,Female,30,26-35,0.0,Zero Balance,2,0,Inactive,701,2,115650.63,0.019332882,1.9332882,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7560,France,Male,51,46-55,144953.31,Positive Balance,1,1,Active,512,6,165035.17,0.35915112,35.915112,High,6887.049999999999,High Value,Critical,Priority relationship outreach
7561,France,Male,41,36-45,103544.88,Positive Balance,2,0,Inactive,635,4,193746.55,0.05211881,5.211881,Low,6037.250000000001,High Value,Monitor,Standard engagement
7562,France,Male,33,26-35,0.0,Zero Balance,1,0,Inactive,685,6,58458.26,0.18754773,18.754773,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
7563,France,Male,53,46-55,0.0,Zero Balance,2,1,Active,609,7,52332.85,0.05785508,5.785508,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7564,Germany,Male,38,36-45,101487.18,Positive Balance,1,1,Active,598,1,75959.1,0.16655877,16.655877,Low,4475.549999999999,Medium Value,Monitor,Standard engagement
7565,France,Male,52,46-55,105355.81,Positive Balance,1,0,Inactive,708,10,123.07,0.65115535,65.11553500000001,Very High,4684.15,Medium Value,High,Re-engagement campaign
7566,Spain,Male,36,36-45,77967.5,Positive Balance,1,0,Inactive,574,4,167066.95,0.08780243,8.780243,Low,3654.45,Medium Value,Monitor,Standard engagement
7567,France,Male,44,36-45,0.0,Zero Balance,4,0,Inactive,629,5,117572.59,0.9816444,98.16444,Very High,4257.449999999999,Medium Value,High,Re-engagement campaign
7568,Spain,Female,54,46-55,0.0,Zero Balance,2,1,Active,422,4,7166.71,0.13293187,13.293187000000001,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7569,Spain,Male,28,26-35,120047.77,Positive Balance,1,1,Active,656,8,137173.39,0.06288284,6.288283999999999,Low,5540.25,Medium Value,Monitor,Standard engagement
7570,France,Male,32,26-35,175464.85,Positive Balance,3,0,Inactive,697,7,116442.42,0.87661964,87.661964,Very High,9786.85,High Value,Critical,Priority relationship outreach
7571,France,Male,52,46-55,79475.3,Positive Balance,3,1,Active,718,8,32421.32,0.8714355,87.14355,Very High,5867.549999999999,Medium Value,High,Targeted retention outreach
7572,Germany,Male,37,36-45,167735.69,Positive Balance,2,1,Active,586,8,104665.79,0.022825353,2.2825353,Low,8954.149999999998,High Value,Monitor,Standard engagement
7573,Spain,Female,37,36-45,0.0,Zero Balance,2,0,Inactive,481,8,44215.86,0.042566743,4.256674299999999,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7574,France,Female,33,26-35,74385.98,Positive Balance,1,0,Inactive,749,1,20164.47,0.18794619,18.794619,Low,3582.3499999999995,Medium Value,Monitor,Standard engagement
7575,Germany,Male,49,46-55,94754.0,Positive Balance,1,1,Active,561,5,26691.31,0.56047785,56.047785000000005,High,4152.849999999999,Medium Value,High,Product engagement review
7576,Spain,Male,27,26-35,0.0,Zero Balance,1,1,Active,676,4,107955.67,0.06912209,6.912209,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
7577,Germany,Male,43,36-45,86920.86,Positive Balance,1,1,Active,615,3,150048.37,0.28159672,28.159672,Moderate,3894.55,Medium Value,Monitor,Monitor and engage
7578,France,Female,39,36-45,132077.48,Positive Balance,2,0,Inactive,582,1,192255.15,0.07849275,7.8492750000000004,Low,7721.450000000002,High Value,Monitor,Standard engagement
7579,France,Male,40,36-45,127847.86,Positive Balance,1,0,Inactive,601,10,173245.68,0.16703272,16.703272,Low,6030.249999999999,High Value,Monitor,Standard engagement
7580,France,Male,34,26-35,0.0,Zero Balance,1,1,Active,708,3,121457.88,0.093836196,9.3836196,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
